hour_sin,hour_cos,season_sin,season_cos,temp,wind,cloud,station_load_kw
0.6438456926012069,0.7651553594655611,-0.594726686960764,0.8039279618328208,-0.13361161800449925,0.46704530894859,0.20772956700189527,204.96325908584313
0.5194889832752118,0.8544771478838312,-0.994217906893952,0.10738134666416306,-0.39121401543818257,0.546493350040833,0.28745619737822076,210.39560513502408
0.9940713804772634,0.1087294372101129,0.9368813462954315,-0.3496474552512284,-0.7101890994752619,0.26923981647963907,0.20486122961678316,225.292885772825
0.9828022526562895,0.18466112794446723,-0.5307300481619331,-0.8475409228928312,-0.8405036906006843,0.17113859487096197,0.08871869627243581,223.82098961791377
-0.9984692258883155,0.05531008003960879,0.06880242680231986,0.9976303053065857,-0.11519882084364999,0.5876973954522642,0.45255895770002486,212.97760565107208
0.5989634962844597,0.8007763296443621,0.16280701293851715,-0.986657932891657,-0.8741559940557958,0.6121454996637486,0.21692361331056004,252.322709590763
-0.6065626260090777,-0.7950357103482659,0.09453674981719912,-0.9955213724144752,-1.004020345229959,0.5886501375170772,0.09282194124122906,261.47437566334287
0.47513394158079497,0.8799134829958555,-0.19667288979357622,-0.9804691603616321,-0.8208441228940627,0.35362185436009946,0.2634208738157188,253.21895393387666
-0.4671085952919995,-0.884199954876913,-0.060213277365792774,-0.9981855344718586,-0.8860267441802108,0.45775123073274315,0.2759150333065202,256.3760038978216
-0.788929892360705,0.6144832177852593,0.6486295610349814,0.7611042586607747,-0.2694697961120629,0.6387272623087534,0.41803577678996595,216.56301249419866
-0.7529480896771581,-0.6580799147911431,-0.7638886127905429,-0.64534811322955,-0.6994674559014062,0.3479706853259384,0.42829484033839754,244.75949038006425
-0.8016998985058907,-0.597726754241137,-0.2553532951161881,0.9668478136052773,-0.11764747805695591,0.6275529351610196,0.2488668445405729,186.10413848990112
0.8555892868849,0.5176552638269878,0.8263541987239096,-0.5631507242749186,-0.8068914565052837,0.03619691730931294,0.631173512375796,234.41513346498292
0.8930434736001142,-0.4499703926484965,-0.23867276600594997,0.9711000518829505,-0.11496108675471954,0.278367189748952,0.32584350823684205,190.8331414908646
-0.9407832497819102,0.33900866792721984,0.288482432880609,0.9574851883550393,-0.09584756024560946,0.41480248300620576,0.35229986663267376,213.59169671828218
0.9725552253684778,0.23267215907467168,0.3456123126707335,-0.9383773917408641,-0.8919648861672478,0.34064312993279433,0.008229313045593711,242.48270739587787
0.2556707365679396,-0.9667639186806711,-0.5667017562911184,0.8239230057575536,-0.16828483151986187,0.4609478452598805,0.4323953928934513,208.01147703604374
0.43466253140607686,-0.9005934064780072,-0.8996308696522434,0.4366512319560638,-0.29068874693401303,0.4162684072764563,0.19693231252758822,208.3782022835484
-0.05981973439221548,-0.9982091961994964,0.9398560579418954,0.3415707691678556,-0.3809482479738395,0.5272728558399605,0.3451954052820848,198.99656028987565
